icao24;registration;manufacturericao;manufacturername;model;typecode;serialnumber;linenumber;icaoaircrafttype;operator;operatorcallsign;operatoricao;operatoriata;owner;testreg;registered;reguntil;status;built;firstflightdate;seatconfiguration;engines;modes;adsb;acars;notes;categoryDescription
3ee165;D-0206;;Schleicher;K 7 Rhonadler;GLID;AB/7281;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee167;D-0208;;Schleicher;ASK 13;GLID;13071/A;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee168;D-0209;;Schleicher;K 8 B;GLID;05;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee169;D-0210;;Schempp-hirth;Duo Discus;GLID;30;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee16b;D-0212;;Schleicher;K 8 B;GLID;8740;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee16c;D-0213;;Glaser-dirks;DG-500T Elan Trainer;GLID;5E21T3;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee16e;D-0215;;Bolkow;Phoebus B-1;GLID;877;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee16f;D-0216;;Schneider;Grunau Baby (108-49) IIB;GLID;91;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee170;D-0217;;Schleicher;K 8 B;GLID;8288EI;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee171;D-0218;;Schleicher;ASW 24;GLID;24186;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3ee172;D-0219;;Glaser-dirks;DG-300 Elan Acro;GLID;3E-445A8;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee173;D-0220;PIK;Eiri-avion;PIK-20 D;PK20;20627;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee174;D-0221;;Rolladen-schneider;LS4 a;GLID;4671;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee176;D-0223;;Schleicher;Ka 6 E Rhonsegler;GLID;4282;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee177;D-0224;;Schleicher;ASW 15;GLID;15006;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee178;D-0225;;Schleicher;ASW 15;GLID;15007;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee179;D-0226;;Glaser-dirks;DG-500 22 Elan;GLID;5E16S5;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee17b;D-0228;;Schleicher;ASK 13;GLID;13156;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee17c;D-0229;;Schleicher;Ka 6 E Rhonsegler;GLID;4288;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee17d;D-0230;;Schleicher;Ka 6 E Rhonsegler;GLID;4280;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee17e;D-0231;;Schempp-hirth;Discus CS;GLID;056CS;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee17f;D-0232;;Schleicher;ASK 13;GLID;13161;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee180;D-0233;;Schleicher;Ka 6 E Rhonsegler;GLID;4270;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee182;D-0235;;Schleicher;ASK 13;GLID;13165;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee183;D-0236;;Schleicher;K 8 B;GLID;8782;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee184;D-0237;;Schleicher;Ka 6 E Rhonsegler;GLID;4283;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee185;D-0238;;Schleicher;ASK 13;GLID;13162;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee186;D-0239;;Schleicher;ASK 13;GLID;13163;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee187;D-0240;;Schleicher;ASK 13;GLID;13164;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee188;D-0241;GLASER-DIRKS;Dg Flugzeugbau;DG-800S;DG80;8-209S39;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee18a;D-0243;;Glasflugel;H201 B Standard Libelle;GLID;56;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee18b;D-0244;;Schleicher;ASK 21;GLID;21667;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee18c;D-0245;;Glaser-dirks;DG-500T Elan Trainer;GLID;5E26T6;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee18d;D-0246;;Bolkow;Phoebus C;GLID;881;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee18e;D-0247;;Slingsby;T.59 D Kestrel;GLID;1785;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee18f;D-0248;;Akaflieg Braunschweig;SB-5 E Sperber;GLID;5033/A;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee190;D-0249;;Schempp-hirth;Duo Discus;GLID;124;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee191;D-0250;;Schempp-hirth;Cirrus;GLID;63;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee193;D-0252;;Schempp-hirth;Discus CS;GLID;058CS;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee194;D-0253;;Schempp-hirth;Ventus c;GLID;469;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee195;D-0254;;Rolladen-schneider;LS6 b;GLID;6164;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee197;D-0256;;Zsls-wroclaw;SZD-32A Foka 5;GLID;W-519;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee199;D-0258;;Schleicher;ASK 21;GLID;21403;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee19b;D-0260;;Schleicher;ASK 13;GLID;13168;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee19c;D-0261;;Glaser-dirks;DG-500T Elan Trainer;GLID;5E57T24;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee19d;D-0262;SPORTINE AVIACIJA;Sportine Aviacija;LAK-19;LK19;008;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1a1;D-0266;;Schleicher;ASK 13;GLID;13174;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1a2;D-0267;;Schleicher;ASK 13;GLID;13176;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1a3;D-0268;;Glaser-dirks;DG-300 Elan;GLID;3E-324;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1a4;D-0269;;Schleicher;ASK 13;GLID;13179;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1a5;D-0270;;Schleicher;ASK 13;GLID;13180;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1a6;D-0271;;Schleicher;ASK 13;GLID;13181;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1a7;D-0272;;Rolladen-schneider;LS4 a;GLID;4679;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1a8;D-0273;;Schleicher;K 8 B;GLID;8798;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1a9;D-0274;;Schempp-hirth;Ventus 2 b;GLID;41;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1aa;D-0275;;Rolladen-schneider;LS4;GLID;4101;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1ab;D-0276;;Schleicher;Ka 2 B Rhonschwalbe;GLID;937/61;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1ac;D-0277;;Glasflugel;H206 Hornet;GLID;46;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1ad;D-0278;;Glasflugel;H401 Kestrel;GLID;39;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1ae;D-0279;;Glasflugel;H604;GLID;2;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1af;D-0280;;Rolladen-schneider;LS1 0;GLID;2;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1b1;D-0282;;Glaser-dirks;DG-500 20 Elan;GLID;5E8S2;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1b2;D-0283;;Scheibe;Leistung-Spatz III;GLID;806;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1b6;D-0287;;Rolladen-schneider;LS8 a;GLID;8182;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Glider / sailplane
3ee1b7;D-0288;;Eiri-avion;PIK-16 C Vasama;GLID;6;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1b9;D-0290;;Schempp-hirth;Cirrus;GLID;66;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1ba;D-0291;;Vfw Fokker;FK-3 Sirius I;GLID;0002;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1bc;D-0293;;Vfw Fokker;FK-3 Sirius I;GLID;0004;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1bd;D-0294;;Rolladen-schneider;LS4 b;GLID;4751;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1be;D-0295;;Akaflieg Braunschweig;SB-5 E Sperber;GLID;5041/A;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1c0;D-0297;;Scheibe;Leistung-Spatz 55;GLID;542;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1c1;D-0298;;Schempp-hirth;Discus CS;GLID;091CS;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1c2;D-0299;;Schempp-hirth;Ventus c;GLID;590;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1c3;D-0300;;Glasflugel;304 Wasp;GLID;256;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1c4;D-0301;;Focke-wulf;Weihe (108-68) 50;GLID;SB.01;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1c5;D-0302;;Glaser-dirks;DG-300 Club Elan;GLID;3E-423C71;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1c6;D-0303;;Schleicher;K 8 B;GLID;8684/A;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1c7;D-0304;;Glasflugel;H201 B Standard Libelle;GLID;57;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1c8;D-0305;;Glaser-dirks;DG-300 Elan;GLID;3E-425;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1c9;D-0306;;Schleicher;K 8 B;GLID;8668EI;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1ca;D-0307;;Akaflieg Braunschweig;SB-5 E Sperber;GLID;5049/A;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1cb;D-0308;;Scheibe;Bergfalke IV;GLID;5811;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1cc;D-0309;;Rolladen-schneider;LS6 b;GLID;6175;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1cd;D-0310;;Glaser-dirks;DG-300 Elan;GLID;3E-420;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1cf;D-0312;;Glasflugel;H401 Kestrel;GLID;47;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1d0;D-0313;;Start & Flug;H101 Salto;GLID;3;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1d1;D-0314;;Rolladen-schneider;LS4 b;GLID;4907;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1d2;D-0315;;Schempp-hirth;Standard Cirrus;GLID;108;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1d3;D-0316;;Schempp-hirth;Standard Cirrus;GLID;109;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1d4;D-0317;;Schleicher;ASK 21;GLID;21592;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1d6;D-0319;;Schempp-hirth;Standard Cirrus;GLID;112;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1d7;D-0320;;Rolladen-schneider;LS4;GLID;4160;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1d9;D-0322;;Rolladen-schneider;LS6;GLID;6177;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1da;D-0323;;Rolladen-schneider;LS3 a;GLID;3130;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1db;D-0324;;Schempp-hirth;Discus CS;GLID;029CS;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1dc;D-0325;;Scheibe;Bergfalke III;GLID;5635;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1dd;D-0326;;Schempp-hirth;Discus CS;GLID;170CS;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1de;D-0327;;Glaser-dirks;DG-500T Elan Trainer;GLID;5E119T50;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1df;D-0328;;Schempp-hirth;Standard Cirrus;GLID;135;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1e0;D-0329;;Centrair;C101 A Pegase;GLID;101A0329;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1e1;D-0330;;Glaser-dirks;DG-300 Elan;GLID;3E-345;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1e3;D-0332;;Schleicher;K 8 B;GLID;8791AB;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1e4;D-0333;;Glasflugel;H201 Standard Libelle;GLID;69;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1e6;D-0335;;Schleicher;ASK 13;GLID;13184;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1e7;D-0336;;Schleicher;Ka 6 E Rhonsegler;GLID;4309;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1e8;D-0337;;Glaser-dirks;DG-300 Elan;GLID;3E-277;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1e9;D-0338;;Schleicher;ASK 13;GLID;13185;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1ea;D-0339;;Schleicher;Ka 6 E Rhonsegler;GLID;4306;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1eb;D-0340;;Glasflugel;304 Wasp;GLID;259;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1ed;D-0342;;Schleicher;Ka 6 E Rhonsegler;GLID;4310;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1ee;D-0343;;Schleicher;ASK 13;GLID;13192;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1ef;D-0344;;Glaser-dirks;DG-300 Club Elan;GLID;3E-279C5;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1f0;D-0345;;Schleicher;ASK 13;GLID;13193;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1f2;D-0347;;Glaser-dirks;DG-100;GLID;96;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1f4;D-0349;;Schleicher;Ka 6 E Rhonsegler;GLID;4313;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1f5;D-0350;;Schleicher;K 8 B;GLID;8807;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1f6;D-0351;;Schleicher;Ka 6 E Rhonsegler;GLID;4318;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1f7;D-0352;;Schleicher;ASK 13;GLID;13204;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1f8;D-0353;;Rolladen-schneider;LS4 b;GLID;4947;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1f9;D-0354;;Schleicher;ASK 13;GLID;13206;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1fa;D-0355;;Glasflugel;H201 B Standard Libelle;GLID;277;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Glider / sailplane
3ee1fb;D-0356;;Schleicher;Ka 4 Rhonlerche II;GLID;94/59AB;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1fc;D-0357;;Glaser-dirks;DG-300 Club Elan;GLID;3E-282C7;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Glider / sailplane
3ee1fd;D-0358;;Glasflugel;H401 Kestrel;GLID;11;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3ee1fe;D-0359;;Glaser-dirks;DG-300 Club Elan;GLID;3E-283C8;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee1ff;D-0360;;Scheibe;Leistung-Spatz 55;GLID;507/614;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee200;D-0361;;Glaser-dirks;DG-300 Elan;GLID;3E-22;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee201;D-0362;;Schempp-hirth;Standard Cirrus;GLID;174;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee202;D-0363;;Glasflugel;H201 Standard Libelle;GLID;209;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee203;D-0364;;Schempp-hirth/grob;Standard Cirrus;GLID;155G;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee205;D-0366;;Schleicher;ASK 21;GLID;21671;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee206;D-0367;;Schleicher;ASK 13;GLID;13186;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee207;D-0368;;Glasflugel;H201 B Standard Libelle;GLID;77;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee209;D-0370;;Glaser-dirks;DG-300 Elan;GLID;3E-96;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee20a;D-0371;;Glasflugel;H201 B Standard Libelle;GLID;291;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee20c;D-0373;;Vogt;Lo.100 Zwergreiher;GLID;01;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee20d;D-0374;;Schempp-hirth;Discus CS;GLID;065CS;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee20e;D-0375;;Scheibe;Bergfalke IV;GLID;5814;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee20f;D-0376;;Scheibe;Bergfalke IV;GLID;5818;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee210;D-0377;;Zsls-wroclaw;SZD-24-4A Foka 4A;GLID;W-237;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee211;D-0378;;Flug Und Fahrzeugwerke;Diamant 16.5;GLID;068;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee212;D-0379;;Rolladen-schneider;LS1 c;GLID;95;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee214;D-0381;;Schempp-hirth;Janus Ce;GLID;301;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee217;D-0384;;Rolladen-schneider;LS1 c;GLID;32;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee218;D-0385;;Glasflugel;H201 Standard Libelle;GLID;85?;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee219;D-0386;;Scheibe;SF-27 A Zugvogel V;GLID;6093;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee21a;D-0387;;Rolladen-schneider;LS4 b;GLID;4961;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee21c;D-0389;;Schempp-hirth;Cirrus;GLID;85;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee21d;D-0390;;Rolladen-schneider;LS4;GLID;4115;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee21e;D-0391;;Schempp-hirth;Ventus 2c x;GLID;108/;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee21f;D-0392;;Start & Flug;H101 Salto;GLID;2;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee220;D-0393;;Rolladen-schneider;LS4;GLID;4379;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee221;D-0394;;Rolladen-schneider;LS4 b;GLID;4962;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee222;D-0395;;Rolladen-schneider;LS6;GLID;6183;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee223;D-0396;;Schleicher;ASW 24;GLID;24146;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee224;D-0397;;Glasflugel;H401 Kestrel;GLID;16;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee225;D-0398;;Glasflugel;H401 Kestrel;GLID;17;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee227;D-0400;;Schempp-hirth;Duo Discus;GLID;239;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee228;D-0401;;Rolladen-schneider;LS4;GLID;4388;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee229;D-0402;;Rolladen-schneider;LS1 d;GLID;34;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee22a;D-0403;;Glaser-dirks;DG-500 22 Elan;GLID;5E17S6;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee22b;D-0404;;Rolladen-schneider;LS4 a;GLID;4681;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee22c;D-0405;;Rolladen-schneider;LS4 b;GLID;4682;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee22d;D-0406;;Rolladen-schneider;LS4 b;GLID;4683;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee22e;D-0407;;Grob;G 102 Astir CS77;G102;1703;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee230;D-0409;;Schempp-hirth;Duo Discus;GLID;127;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee231;D-0410;;Glasflugel;H201 B Standard Libelle;GLID;49;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee232;D-0411;;Rolladen-schneider;LS4 b;GLID;4684;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee233;D-0412;;Rolladen-schneider;LS4 a;GLID;4697;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee234;D-0413;;Schleicher;ASK 13;GLID;13207;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee236;D-0415;;Rolladen-schneider;LS4 b;GLID;4685;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee237;D-0416;;Schleicher;K 8 B;GLID;8812;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee238;D-0417;;Schempp-hirth;Ventus 2 a;GLID;100;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee239;D-0418;;Schleicher;ASW 15;GLID;15035;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee23a;D-0419;;Schleicher;ASK 13;GLID;13217;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee23b;D-0420;GLASER-DIRKS;Glaser-dirks;DG-505 Elan Orion;DG50;5E164X19;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee23c;D-0421;;Schleicher;K 8 B;GLID;8813;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee23d;D-0422;;Schleicher;ASK 13;GLID;13218;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee23e;D-0423;;Rolladen-schneider;LS1 d;GLID;42;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee23f;D-0424;;Glaser-dirks;DG-200 17;GLID;2-139/1736;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee240;D-0425;;Glaser-dirks;DG-200 17;GLID;2-140/1737;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee242;D-0427;;Schempp-hirth;Standard Cirrus;GLID;5;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee244;D-0429;;Schempp-hirth;Standard Cirrus;GLID;7;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee245;D-0430;;Hph;304 Wasp C;GLID;63-C;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee246;D-0431;;Schleicher;ASW 15;GLID;15183;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee247;D-0432;;Rolladen-schneider;LS1 d;GLID;44;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee248;D-0433;;Glasflugel;H401 Kestrel;GLID;57;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee249;D-0434;;Schleicher;Ka 6 E Rhonsegler;GLID;4387;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ee24a;D-0435;;Schleicher;K 8 B;GLID;8578/A;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
